Text,Rating,Tanggal,Username,Label Sentimen
bagus banget,5,2024-12-16 19:38:46,Pengguna Google,positif
Tolong tambahkan bahasa Indonesia buat baca deskripsi skill,5,2024-12-16 18:07:11,Pengguna Google,positif
"kuro tolong dong TOA (Tower of adversity) nya jangan terlalu sulit, susah sekali setiap ganti TOA",4,2024-12-16 17:40:49,Pengguna Google,positif
GACHA ITS RATE UP,5,2024-12-16 17:26:41,Pengguna Google,positif
"literaly i realy"" like this game so much",5,2024-12-16 15:06:56,Pengguna Google,positif
"Update game 1.4 performance nya mulai stabil, sangat memuaskan sekali",5,2024-12-16 13:34:16,Pengguna Google,positif
boleh lah,4,2024-12-16 13:14:30,Pengguna Google,positif
Tolong tambahin bahasa. Indo,5,2024-12-16 12:55:31,Pengguna Google,positif
"game nya keren, semoga saat aku sudah besar masih ingat dengan game ini dan memainkannya bersama anakku dan istriku Niken",5,2024-12-16 10:52:15,Pengguna Google,positif
"Makin bagus dan sudah tidak ada bug lagi keren gk panas di HP juga, makin optimal di main kan , thanks kuroo",5,2024-12-16 09:29:13,Pengguna Google,positif
"Snapdragon 870 ram 6gb udah lancar low 45fps... Lag nya udah hilang dan lancar, tapi untuk PC masih banyak lag dan bug.. PC yang saya gunakan bisa main monster hunter world high resolution 60fps.. Semoga gamenya bisa diperbaiki",4,2024-12-16 08:00:45,Pengguna Google,positif
gamenya bagus tidak kikir,5,2024-12-16 07:50:47,Pengguna Google,positif
Tambahkan item tunner dong kuro,3,2024-12-16 07:20:53,Pengguna Google,netral
keren,5,2024-12-16 03:01:29,Pengguna Google,positif
sangat dermawan 😭😭,5,2024-12-16 01:49:33,Pengguna Google,positif
good but pc performance is kinda bad,5,2024-12-16 01:02:27,Pengguna Google,positif
seru banget!!!,5,2024-12-15 23:07:58,Pengguna Google,positif
di hp saya G99 tetap aja lag ram 16 ukuran penyimpanan 246gb,3,2024-12-15 21:30:47,Pengguna Google,netral
"ya, ya ,begitulah",5,2024-12-15 20:40:43,Pengguna Google,positif
Ini kenapa ya? Aku main hsr aman aman lancar aja tapi kalo mau main wuwa ga pernah bisa masuk? Jaringan aman udah 3x download hapus wuwa ga pernah bisa masuk ke game selalu stuck di conpleting shades ituu. Kuro games mohon bantuan nya ya,1,2024-12-15 20:05:52,Pengguna Google,negatif
for my waifu,5,2024-12-15 19:40:28,Pengguna Google,positif
"W game, tolong tambahkan Bahasa Indonesia, sekian.",5,2024-12-15 19:34:02,Pengguna Google,positif
comeback ww setelah beberapa bulan,5,2024-12-15 19:20:56,Pengguna Google,positif
"game nya bagus cuma update story/quest nya lama... apa mgkn story nya dah mentok. klo dah mentok, ya mgkn bakal uninstall. lha gimana lagi ya..... mulai monoton mainnya 😅",5,2024-12-15 17:28:24,Pengguna Google,positif
Game nya bagus grafik nya juga mantap,5,2024-12-15 17:01:46,Pengguna Google,positif
cool game,5,2024-12-15 13:28:49,Pengguna Google,positif
good,5,2024-12-15 11:41:49,Pengguna Google,positif
Baik baik game sehat,5,2024-12-15 10:46:16,Pengguna Google,positif
FIRE🗣️🗣️🗣️🔥🔥🔥🔥,5,2024-12-15 10:25:15,Pengguna Google,positif
mantap,5,2024-12-15 10:18:51,Pengguna Google,positif
"Di tunggu update selanjutnya Wuthering waves😽😽. Game ramah f2p. Saran gw mending kalian jangan gacha stat echo kalau data bank kalian masih blm 21, kalian fokus ke ul40 aja. Untuk sistem gacha sangat bagus😻 saya gacha di karakter limited cuma 1 kali rate off seterusnya GK pernah rate off lagi wkwkwk, untuk banner sign 100% langsung dpt ini terlalu ramah f2p hehehe.. Oh, ya, aku lupa 1 lagi. Tolong Wuthering waves untuk memperketat test beta server, banyak banget leaks yg tersebar!!. Thx",5,2024-12-15 10:14:50,Pengguna Google,positif
waifu banget,5,2024-12-15 08:57:44,Pengguna Google,positif
gooodd story,5,2024-12-15 08:06:29,Pengguna Google,positif
Good game,5,2024-12-15 07:34:07,Pengguna Google,positif
nice game,5,2024-12-15 04:36:01,Pengguna Google,positif
⭐⭐⭐⭐⭐,5,2024-12-15 01:55:06,Pengguna Google,positif
keren banget nih game 👍👍👍,5,2024-12-15 00:38:35,Pengguna Google,positif
"Poco x6p, ngelag, cut scene macet",1,2024-12-15 00:04:41,Pengguna Google,negatif
keren,5,2024-12-14 23:00:47,Pengguna Google,positif
Untuk chipset Unisoc Tiger T612 (12 nm) Ram 4 tolong beri keringanan agar tidak lag atau patah patah,3,2024-12-14 22:57:57,Pengguna Google,netral
Keren,5,2024-12-14 21:39:20,Pengguna Google,positif
goood the developer definitely hear the players,5,2024-12-14 21:16:12,Pengguna Google,positif
"Terimakasih game baik, gak kek sebelah agak kikir",5,2024-12-14 20:53:23,Pengguna Google,positif
"ih, kok bagust?",5,2024-12-14 20:39:12,Pengguna Google,positif
"Game nya bagus, seru, keren, cuma kurang bahasa Indonesia nya tambahin dong bahasa Indonesianya",5,2024-12-14 19:18:07,Pengguna Google,positif
Patah patah brutal padahal hape ngedukung banget,3,2024-12-14 19:02:18,Pengguna Google,netral
Nais no debat perfect makasi kuro games,5,2024-12-14 19:00:39,Pengguna Google,positif
"game nya lancar banget co di ram 64gb,ngga kek sebelah wkwk frame parahhh",5,2024-12-14 18:42:51,Pengguna Google,positif
lumayan buat waktuknluang,5,2024-12-14 18:29:03,Pengguna Google,positif
Mantap lah ini game 👌👍,5,2024-12-14 18:00:40,Pengguna Google,positif
tolong dong di optimalkan lagi di redmi note 12 pro 5g saya karena selalu crash,1,2024-12-14 17:54:19,Pengguna Google,negatif
"Tolong benerin jaringannya tot, internet gua kenceng, tp disconnect Mulu, dari pertama main gitu terus, sama KLO bisa lock musuhnya KLO pas ganti karakter di battle jngn ganti ke musuh lain tot",4,2024-12-14 16:55:25,Pengguna Google,positif
"Ini game gampang mendapatkan karakter rate up, per patch meningkat perfoma game nya lebih ringan, karakter desain dewasa tidak chibi anime, dunia nya emang dark cuma (opsional) tergantung selera, tinggal menunggu rinascita hehe mantap👍",5,2024-12-14 16:33:24,Pengguna Google,positif
good job,5,2024-12-14 14:54:33,Pengguna Google,positif
"SUMPAH GILA BGT NGEFRAME PARAHH, MANA PING NYA MERAH MULU!! KESEL!!",1,2024-12-14 13:38:57,Pengguna Google,negatif
"Aku suka banget dengan story-nya. Grafik dan animasinya oke banget, kek dari segi burst attack dll itu aku salut banget karena emang sebagus itu. Story dan gameplay juga gk bikin overwhelmed dan gk bosenin. Developer gk pelit buat ngasih astrite untuk pull characters. Salut dah, semangat terus Kuro Games!",5,2024-12-14 12:18:07,Pengguna Google,positif
No comment,5,2024-12-14 12:11:02,Pengguna Google,positif
"overall good but.. can u make yhan playable pls, it always female char, when man char? 🥺",4,2024-12-14 11:28:39,Pengguna Google,positif
"Pas awal main lelet banget, tapi makin kesini makin smooth. Suka banget sama semua karakternya, apalagi npc nya cakep-cakep.",5,2024-12-14 11:23:09,Pengguna Google,positif
Bagus,3,2024-12-14 09:59:24,Pengguna Google,netral
Untuk saat ini saya beri 1 bintang karena ketika bermain di hp sering terjadi force close dan ngelag yg cukup parah padahal hp saya 4GB dan grafik di kondisi nya lagi smooth tapi tetap aja Force Close,1,2024-12-14 09:12:10,Pengguna Google,negatif
"Entah saya doang yang ngerasain apa gimana, tapi sepanjang game ping nya merah terus. Padahal internet lancar-lancar aja. Sering banget nge frame parah kadang juga lancar itu pun gak lama setelah itu nge frame lagi. Tolong kuro perbaikan server nya 🙏",3,2024-12-14 07:06:47,Pengguna Google,netral
Ini gimana min ko level akun ku mentok 20 doang apa ngebug kah,3,2024-12-14 06:55:30,Pengguna Google,netral
alur ceritanya keren anjir,5,2024-12-14 06:54:16,Pengguna Google,positif
Terus tingkatkan dan good game for playing and have fun,5,2024-12-14 06:19:21,Pengguna Google,positif
Story nya SMA kyk TOF mekanik nya hmpir SMA n mna yq teriak klo kuro game bisa dimainkan di hp kentang trnyata 🤣🤣,5,2024-12-14 03:12:58,Pengguna Google,positif
Please update it again because the Mali G57 device user is very laggy and fram when playing for up to 1 hour and the frame drops during battle. Please reduce the lag again.,5,2024-12-14 01:31:04,Pengguna Google,positif
Tolong kasih teks bahasa Indonesia lah wuwa kalo mau tembus pasar indo banyak wheler. Tapi gua sering skip lorenya karena kurang ngerti inggris cuma bak bik buk gebuk gebuk. Ga paham story,5,2024-12-14 01:25:34,Pengguna Google,positif
Tolong jadikan game MMORPG yang semua player main dalam 1 server seperti mmo pada umumnya,5,2024-12-13 23:48:37,Pengguna Google,positif
The best game,5,2024-12-13 22:59:39,Pengguna Google,positif
"Baguss banget, walau akun pertamaku hilang sih sksksk... Untung belum full main, semogaa nanti Scar rilis dehh",5,2024-12-13 21:19:48,Pengguna Google,positif
"Makin kesini wuwa makin bagus, makin optimal meskipun pake HP sudah gak patah"" cuman tolong kalo bisa di tambahkan Translate Bahasa Indonesia ya biar makin manteb 😁",5,2024-12-13 20:56:37,Pengguna Google,positif
bagus,5,2024-12-13 19:09:27,Pengguna Google,positif
Masterpiece,5,2024-12-13 18:43:59,Pengguna Google,positif
story bagus walau pun hp ku ngelag,5,2024-12-13 18:33:18,Pengguna Google,positif
Kalo kasih bos tuh yang ngotak anjing udah 2 phase op lagi,1,2024-12-13 18:28:47,Pengguna Google,negatif
Everything is good maybe can fix the big update problem because I often get error if there is a big update and shorten the waiting time in the game if teleportation or others,5,2024-12-13 17:50:57,Pengguna Google,positif
INDONESIAN SUBTITLE PLEASE🥲🙏,5,2024-12-13 17:20:37,Pengguna Google,positif
"Tidak ada sub Indonesia nya, sesusah itukah bahasa Indonesia, kalau belum ada sub Indonesia nya berarti masih kalah jauh sama genshin lah.",1,2024-12-13 16:44:01,Pengguna Google,negatif
kurng bansos aja sih wkwkwkw,5,2024-12-13 16:36:41,Pengguna Google,positif
"Sudah bagus, hanya saja kurang di masalah echo nya yang tidak bisa upgrade echo dengan echo yang lain yang memiliki level 0. Jadi terasa sulit untuk mengupgrade echo nya, terjadi force close ketika menyelesaikan atau memulai tantangan echo.",5,2024-12-13 16:30:40,Pengguna Google,positif
i want yinlon for real,5,2024-12-13 15:33:20,Pengguna Google,positif
bagus,5,2024-12-13 14:56:22,Pengguna Google,positif
GOOD!,5,2024-12-13 14:07:59,Pengguna Google,positif
"Sediakan bahasa indonesia lah, mau baca story aja jdi MLS",3,2024-12-13 12:41:05,Pengguna Google,netral
"makasih kuroo, aku menang rate off 2× di banner yinlin. yang pertama pity 22, yang kedua pity 17. makasih kuroo, bismillah 10k astrite🙏🏻",5,2024-12-13 12:24:02,Pengguna Google,positif
"For gameplay is great for me but drop rate banner is to low, event and reward event is to small for F2p, thank you",2,2024-12-13 11:57:28,Pengguna Google,negatif
game kikir + tidak playable,1,2024-12-13 11:57:10,Pengguna Google,negatif
Jujur kalo ini game ada bahasa Indonesianya makin rame sih,5,2024-12-13 09:15:23,Pengguna Google,positif
belum nyoba tpi foreclose mulu cuy ini kenapa ya,5,2024-12-13 09:09:02,Pengguna Google,positif
Please add Indonesian language,5,2024-12-13 08:23:11,Pengguna Google,positif
banyak bagus lo,5,2024-12-13 08:09:59,Pengguna Google,positif
Wow update yg luar biasa thank you kuro,5,2024-12-13 07:45:48,Pengguna Google,positif
"Game sangat menarik, mulai dari gameplay, grafis, desain karakter, 2d story artnya juga keren, world juga bagus. Kalaupun ada yg butuh di tingkatkan lebih ke pengembangan story, kalau bisa diberi dynamic lore, dimana disatu moment mc bisa kalah, dan harus effort untuk bisa comeback di next battle. Lalu pengembangan fitur coop, dimana hingga pada versi 1.4 ini, untuk fitur coop masih kurang bisa optimal karena sedikit sekali bahkan tidak ada, mode untuk coop bersama teman. Sekian terima kasih",5,2024-12-13 05:32:27,Pengguna Google,positif
harus akun wangi,5,2024-12-13 03:01:17,Pengguna Google,positif
Sugoiiii desu!,5,2024-12-13 02:13:59,Pengguna Google,positif
"Very good game, with a very interesting storyline. I played it like I was watching a movie. Hopefully the next update will add Indonesian.",5,2024-12-13 01:26:15,Pengguna Google,positif
mantap,5,2024-12-13 01:03:31,Pengguna Google,positif
nice,5,2024-12-12 23:32:16,Pengguna Google,positif
"jujur aku suka sama game nya dari desain karakter sama main story, tapi yang kurang aku suka cuman karena wish karakter yang lama.. mau nungguin karakter baru lama banget.. sangking lamanya aku jadi bosen gtuu. jadi tolong kepada kuro games wish karakternya waktunya di percepat.!! o(TヘTo) くぅ",4,2024-12-12 22:25:18,Pengguna Google,positif
"Bintang 5 lah pokoknya sangat optimal grafik mantap, sinyal bagus, story nya menarik, the best lahh kuro",5,2024-12-12 20:44:32,Pengguna Google,positif
luarbiasa klo bisa kasi hero yg bnyak✌️,5,2024-12-12 20:13:31,Pengguna Google,positif
"GG nih game update optimalisasi pada perangkat yang dulu awal perilisan gw main di hp mid range nge-lag padahal rata kiri, dan sekarang bahkan rata kanan hpku kuat (ya walau terasa Framenya sih)😂 tapi respect buat KURO GAMES👍",5,2024-12-12 19:47:43,Pengguna Google,positif
Puja paha,4,2024-12-12 19:26:06,Pengguna Google,positif
nice,5,2024-12-12 17:08:01,Pengguna Google,positif
Game baikk,5,2024-12-12 15:15:42,Pengguna Google,positif
So Hard Pity... So i came here again for give you 2 stars... I spend much money and still don't gets resonator i want,5,2024-12-12 15:12:01,Pengguna Google,positif
"Permainannya sangat baik dari combat, Lore, dan character desain. Hampir semuanya menurut saya cukup baik, Kecuali dari performa menjalankan gamenya. Membuka map dan teleportasi ngelag sedikit. seiringnya waktu main malah bertambah masalah dan fpsnya nurun drastis. Juga, Hepon yang digunakan sudah compatible untuk Wuwa. Saya memberi bintang 4 karena game tidak terlalu lama liris. Dengan itu, Developer perlu mengoptimasi performa dalam menjalankan gamenya. Sekian.",4,2024-12-12 14:23:15,Pengguna Google,positif
mantap gacha ku wangi,5,2024-12-12 14:12:29,Pengguna Google,positif
top dah grafik bagus cerita gk main main minesnya cmn di device yg kentang wkwkkw nge frame parah,5,2024-12-12 13:51:18,Pengguna Google,positif
gasss,5,2024-12-12 13:00:40,Pengguna Google,positif
bagus banget sih apalagi storynya,5,2024-12-12 12:56:41,Pengguna Google,positif
makasih dev kmu baik,5,2024-12-12 11:36:58,Pengguna Google,positif
mhehee,5,2024-12-12 11:28:50,Pengguna Google,positif
"Nice game, mungkin bisa lebih di optimalkan lagi game nya mengingat ini baru berapa hari rilis semoga kedepannya lebih mantap lagi. (Mantapp lahh sekarang udahh gacor kang)",5,2024-12-12 10:35:41,Pengguna Google,positif
Bismillah laksek,5,2024-12-12 09:25:27,Pengguna Google,positif
"Kadang masih reconnect, padahal jaringannya lancar aja",4,2024-12-12 08:32:52,Pengguna Google,positif
best,5,2024-12-12 08:31:19,Pengguna Google,positif
Now is better.,5,2024-12-12 07:14:35,Pengguna Google,positif
"KENAPA MASIH PATAH PATAH,yang lain pada ga patah patah saat main kenapa di aku selalu patah patah padahal resolusi nya udah tinggi, tolonglah kuro game aku juga pengen main ,jangan pilih kasih plis. Aku kasih bintang 1 karena saat selesai update barusan masih aja wuthering waves di handphone ku tetap patah patah padahal grafik sudah mentok dan fps udah di 60 masih aja patah patah ,kalo gini lama lama game Nini bakal ku hapus (tolong di benarkan). GAME CACAT DAH LAH KU HAPUS",1,2024-12-12 05:35:11,Pengguna Google,negatif
Terbaik👍👍👍,5,2024-12-12 05:12:27,Pengguna Google,positif
good game,5,2024-12-12 02:41:58,Pengguna Google,positif
game nya keren aku suka,5,2024-12-12 00:14:56,Pengguna Google,positif
"ASIA SERVER IS BROKEN BRO, WTH",2,2024-12-11 23:27:30,Pengguna Google,negatif
good,5,2024-12-11 22:33:20,Pengguna Google,positif
Tambah bahasa indonesia,5,2024-12-11 22:23:21,Pengguna Google,positif
"For this latest update, I feel a lot of development. Whether it's in terms of cut scenes,laging in taced field,And many more positive developments.thanks kurogame you always Listen player#devlisten",5,2024-12-11 22:00:42,Pengguna Google,positif
game yang sangat keren,5,2024-12-11 21:47:16,Pengguna Google,positif
mantap,5,2024-12-11 21:24:52,Pengguna Google,positif
game bagus,5,2024-12-11 20:42:07,Pengguna Google,positif
"Terimakasih, Tolong klo bisa Bahasa nya di ubah Jadi bahasa Indonesia, Gak bisa Paham Bahasa Inggris saya :(",5,2024-12-11 20:35:56,Pengguna Google,positif
sangat ngik bagus,5,2024-12-11 19:35:49,Pengguna Google,positif
best ceritaaaa!!!!!,5,2024-12-11 18:20:56,Pengguna Google,positif
tolong ini jaringannya di stabilin gw main ni game dikit2 merah jadi kesel gua tolong di perbaiki masalah jaringannya🙏,1,2024-12-11 18:13:03,Pengguna Google,negatif
Seru sih game nya banner nya pun ga terlalu hard ramah f2p tapi yg sulit gacha stat sering di spam deff hp,5,2024-12-11 18:06:43,Pengguna Google,positif
good,5,2024-12-11 17:26:03,Pengguna Google,positif
Otw mencari istri baru di Region baru 😋,5,2024-12-11 12:34:14,Pengguna Google,positif
semoga lebih baik,5,2024-12-11 11:02:34,Pengguna Google,positif
Subtitle Indonesianya manaaaaa,5,2024-12-11 10:49:41,Pengguna Google,positif
Lumayan udah jauh mainnya,5,2024-12-11 07:37:05,Pengguna Google,positif
bagus,5,2024-12-11 07:08:54,Pengguna Google,positif
Nice game💯,5,2024-12-11 01:41:05,Pengguna Google,positif
"Game udah bagus dari segi cerita, fight nya seru, Cuman bahasa Indonesia nya kagak ada, dan game nya perlu dioptimalkan lagi banyak stater nya.",3,2024-12-11 01:26:13,Pengguna Google,netral
Tolong masukkan bahasa Indonesia,4,2024-12-10 23:39:20,Pengguna Google,positif
best game,5,2024-12-10 21:47:28,Pengguna Google,positif
bagus game grafik keren,5,2024-12-10 20:29:31,Pengguna Google,positif
game-nya baguss,5,2024-12-10 20:11:14,Pengguna Google,positif
gamenya keren bangett ❤️‍🔥,5,2024-12-10 20:08:41,Pengguna Google,positif
Nice game,5,2024-12-10 19:11:36,Pengguna Google,positif
"Untuk gamplay, story udah bagus, cuma sayang koneksi selalu jumping naik turun dari ping normal 30-40ms tiba tiba naek ke 600-999ms bikin fps drop, hp panas dan patah parah . Pake wifi / data seluler sama aja, padahal streaming atau main game lain aman aman aja . Bikin gak mood maen nya . Tolong di perbaiki lagi . Terimakasih .",1,2024-12-10 18:30:04,Pengguna Google,negatif
"Tolong kasih bahasa Indonesia biar nnti ku download, apalagi ini game fokus storinya klo kita gk ngerti sub bahasanya kita gk bisa tau jalan storinya kek gmn, dan banyak stori yang harus ngikut jalan storinya.. Dah itu aja sih saran yg harus di dengar",3,2024-12-10 16:48:53,Pengguna Google,netral
Game nya bagus dan Saya Bisa bermain 40-60 FPS Di hp kentang 👍,4,2024-12-10 14:56:31,Pengguna Google,positif
Mantap,5,2024-12-10 12:14:15,Pengguna Google,positif
good,5,2024-12-10 11:53:29,Pengguna Google,positif
Ini mantap lancar jaya di mediatek Helio G99 bisa rata kanan tetep dapat fps 40 drop dikit 30 fps game nya no pay to win genshin impact kalah terlalu berat genshin impact,5,2024-12-10 09:32:13,Pengguna Google,positif
"Sayangnya nggak ada bahasa Indonesia, jadi sorry cuma numpang register doang wkwkw",3,2024-12-10 08:02:01,Pengguna Google,netral
makasih,5,2024-12-10 07:10:32,Pengguna Google,positif
"Love you Kuro, I hope this game will last long and continue to improve in the future 🔥🔥",5,2024-12-10 03:13:01,Pengguna Google,positif
Need optimization for Medium spec Smartphone,5,2024-12-10 03:09:05,Pengguna Google,positif
Tolong jangan jadi game kikir,4,2024-12-10 02:13:32,Pengguna Google,positif
"The game is very exciting, especially the cut scenes which are very good. I hope Wuthering Waves will create a feature to review or save the cut scenes because that would be a great feature.",5,2024-12-10 01:31:55,Pengguna Google,positif
gud game,5,2024-12-10 01:20:00,Pengguna Google,positif
"Tolong deh perasaan aku dulu pertama kali main wuwa pas versi 1.0 perasaan gak kayak gini deh,dulu tu lancar tapi kenapa sekarang mlh lag bgt pas versi 1.4 ini ini karna gamenya minta jaringannta yang kuat apa hp ku ini yang ga sanggup-.",1,2024-12-10 00:56:59,Pengguna Google,negatif
🧚🏻‍♀️🖤,5,2024-12-09 23:27:06,Pengguna Google,positif
"game bagus bikin hp ku sedikit tersiksa karena grafik yg sangat memanjakan mata, story nya baguss ,semoga ada event yg membagikan diamond gratis🗿",5,2024-12-09 22:17:42,Pengguna Google,positif
"Game nya sih bagus cuman gak ramah hp kentang ,saran aja sih mending ada cloud nya seperti genshin biar bisa banyak pemain yg bermain game ini",4,2024-12-09 21:40:01,Pengguna Google,positif
keren!! makin improve sekarang kuro,5,2024-12-09 20:10:28,Pengguna Google,positif
"Game ga jelas,akun ku hilang tanpa sebab udah capek² naikin lvl",5,2024-12-09 18:49:48,Pengguna Google,positif
I like this game because it supports controllers but it's a shame that all languages around the world are not supported even though I have Indonesian.,5,2024-12-09 18:47:09,Pengguna Google,positif
"Mayan sih tapi mungkin untuk sinematik di gamenya suaranya disesuaikan dulu, mungkin bisa kaya mengoptimalkan lagnya dan mungkin grafiknya bisa disetting jadi yang ngga perlu ga usah di download, soalnya walau udh pakai paling rendah tetep aja ngelag/fpsnya menurun parah (jadi gamenya malah lebih berat dari hsr padahal size-nya ga Segede itu)",4,2024-12-09 18:27:41,Pengguna Google,positif
gw bakal main game ini lagi kalo gamenya udah stabil.,1,2024-12-09 16:44:16,Pengguna Google,negatif
"Be honest, you guys loved it when peoples called you gathering waves don't you ? But tbh fudge you all, I'm sick of those female chars and how you guys sexualized them",1,2024-12-09 16:36:16,Pengguna Google,negatif
Kasih mode battle nya min nanti ramee🗿,1,2024-12-09 15:34:28,Pengguna Google,negatif
"Mana fitur bahasa Indonesia nya woi, aku gak paham bahasa Inggris",3,2024-12-09 15:03:03,Pengguna Google,netral
please give me rate on!!,3,2024-12-09 11:27:51,Pengguna Google,netral
mantap bagus banget kalau bisa ada top up yang lebih murah lagi hemat uang soalnya,5,2024-12-09 10:50:57,Pengguna Google,positif
ok,5,2024-12-09 01:44:39,Pengguna Google,positif
Ada bug di mana saya tidak bisa masuk padahal ram/memori saya dan HP saya masih baru dan HP saya baru rilis,3,2024-12-09 01:05:30,Pengguna Google,netral
oke bagus...tp sayang ngelag padahal grafik udah rata kiri,3,2024-12-09 01:01:28,Pengguna Google,netral
"Please add Indonesian translation so that people who can't speak English can understand the storyline. The game is cool, but that's all. Thank you.",4,2024-12-09 00:35:39,Pengguna Google,positif
mantab,5,2024-12-09 00:32:33,Pengguna Google,positif
wholesome,5,2024-12-08 20:27:39,Pengguna Google,positif
its nice improvement wait in 2.0,5,2024-12-08 19:26:43,Pengguna Google,positif
Tolong kasih bhs Indonesia,3,2024-12-08 18:50:46,Pengguna Google,netral
Semoga playable di snapdragon 625,5,2024-12-08 18:43:32,Pengguna Google,positif
"ngincer yinlin dari sbelum rilis, nabung dri awal buat gacha yinlin malah dapet jianxin njing...(udah dapet cik gajadi marah;)",5,2024-12-08 17:18:50,Pengguna Google,positif
mantap,5,2024-12-08 16:23:00,Pengguna Google,positif
Sealed tube sama tuner buat upgrade echo di perbanyak lagi dong,5,2024-12-08 15:54:59,Pengguna Google,positif
Okelah ini sudah mantap sih semua dari optimalisasi sudah oke keren sih kuro cuman satu sih kalau bisa pas gacha karakter b5 dipermudah dong🗿,5,2024-12-08 15:05:16,Pengguna Google,positif
Nice,5,2024-12-08 14:28:48,Pengguna Google,positif
"RESPECT KUROGAME✨ Setiap update makin terasa peningkatan bermain, makin betah dengan wuwa..",5,2024-12-08 14:13:17,Pengguna Google,positif
"Msh banyak bug, sinyal jg masih sering naik meskipun pakai wifi, note tambahan: tambahin event untuk char baizhi !!!",4,2024-12-08 13:41:30,Pengguna Google,positif
mantap👍🏻👍🏻👍🏻,5,2024-12-08 11:31:23,Pengguna Google,positif
game baik :),5,2024-12-08 11:21:41,Pengguna Google,positif
bagus,5,2024-12-08 09:39:38,Pengguna Google,positif
gacor storynya,5,2024-12-08 09:16:57,Pengguna Google,positif
"Sebenernya udh lama pengen download nih game, tapi pas awal download malah screen nya jadi hitam semua dan gak bisa ngapa-ngapain akhirnya aku pun gak jadi lah download.. nah ini yg kedua kalinya pas aku coba download ulang lagi udh nunggu lama download isi yg ada digamenya eh malah gak bisa masuk atau login nya, selalu aja keluar dari gamenya pada akhirnya aku nyerah deh.. padahl memoriku masih cukup buat gamenya sayang banget aku gak bisa mainin jadi dibuat kecewe sedikit.",2,2024-12-08 07:20:38,Pengguna Google,negatif
Good game,5,2024-12-08 03:40:19,Pengguna Google,positif
"Bintang 4 dulu. Entah ini bug atau bukan, tetapi di saat saya bermain WuWa, internetnya pasti selalu nge-drop. Untuk game lain itu baik-baik saja. Jadi, kemungkinan ini adalah bug, tolong dibenarkan, karena bug ini cukup menggangu saya",4,2024-12-08 03:35:20,Pengguna Google,positif
"gamenya bagus, tapi saya mohon semoga ditambahkan bahasa Indonesia, sebab ada beberapa kata yang tidak saya mengerti secara detail",4,2024-12-07 23:13:32,Pengguna Google,positif
keren,5,2024-12-07 22:32:10,Pengguna Google,positif
Bagus banget ♡´･ᴗ･`♡,5,2024-12-07 21:59:56,Pengguna Google,positif
The best game in the tier universe,5,2024-12-07 21:15:19,Pengguna Google,positif
Berikan aku menang rate off plss,5,2024-12-07 20:56:01,Pengguna Google,positif
Its always stuck on compliance shader,2,2024-12-07 20:54:37,Pengguna Google,negatif
"mantap banget ni game powercreep nya gak berasa, masih bisa main danjin solo tower 😭🙏🔥",5,2024-12-07 20:52:46,Pengguna Google,positif
keren anjir ❤️❤️❤️❤️❤️❤️❤️❤️❤️‍🩹❤️♥️♥️♥️♥️❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹❤️‍🩹💋💋💋💋💋💋💋💋💋,5,2024-12-07 20:35:35,Pengguna Google,positif
bagus seru cuma leg aja,5,2024-12-07 20:22:51,Pengguna Google,positif
mantap,5,2024-12-07 20:13:08,Pengguna Google,positif
nice,5,2024-12-07 19:14:32,Pengguna Google,positif
"Voting bahasa Indonesia di discord, sampai sekarang belum terealisasikan. Gini amat developernya, padahal most player wuwa aja salah satunya dari Indonesia.",3,2024-12-07 19:13:11,Pengguna Google,netral
Bagus,5,2024-12-07 18:42:36,Pengguna Google,positif
Udah bagus cuman kurang bahasa Indonesia,4,2024-12-07 18:31:04,Pengguna Google,positif
"Ni game ramah bet jirr. Baru juga maen, langsung ghaca 10x dpt Camellya. Ga kaya game sebelah tuh😹😹",5,2024-12-07 14:57:34,Pengguna Google,positif
Mohon update bahasa indonesia,5,2024-12-07 13:54:28,Pengguna Google,positif
mohon hadirkan bahasa indonesia,5,2024-12-07 13:46:51,Pengguna Google,positif
gacor,5,2024-12-07 13:34:55,Pengguna Google,positif
bagus game nya cuy,5,2024-12-07 12:55:56,Pengguna Google,positif
Gak bisa Bahasa inggris,4,2024-12-07 11:18:36,Pengguna Google,positif
Gacha sama aj kek game sebelah gw mau cameliya yg Dateng warna ijo Plis lah hapus karakter standar di limited banner klo di hapus gw kasi bintang 5,2,2024-12-07 11:04:01,Pengguna Google,negatif
"PLEASE PROVIDE INDONESIA LANGUAGE, BUT I CAN'T SPEAK ENGLISH. Hope you read it!",5,2024-12-07 10:41:30,Pengguna Google,positif
"keren, anti kikir",5,2024-12-07 10:32:27,Pengguna Google,positif
"Gila ini game bagus banget, grafiknya the best. Tapi sayang banget gaada bahasa Indonesia jadi kurang suka. Tapi untuk story grafik dan karakter game open rpg sih.",4,2024-12-07 08:01:56,Pengguna Google,positif
Kalau bisa Tambahkan biar support bahasa Indonesia,4,2024-12-07 06:30:26,Pengguna Google,positif
genshin could never,5,2024-12-07 05:25:52,Pengguna Google,positif
gacha nya wangy,5,2024-12-07 05:10:41,Pengguna Google,positif
Please add Indonesian to understand to echo,5,2024-12-07 01:43:32,Pengguna Google,positif
Please dawg port it to ps4 😭😭🙏🙏,3,2024-12-07 01:15:03,Pengguna Google,netral
